place_fips,place_name,latitude,longitude,coordinates
3540,Anton,33.8107358,-102.1622102,"(+33.8107358, -102.1622102)"
11692,Cactus,36.0443758,-102.0080301,"(+36.0443758, -102.0080301)"
21556,Dumas,35.8620197,-101.9649715,"(+35.8620197, -101.9649715)"
71180,Sunray,36.018383,-101.8245112,"(+36.0183830, -101.8245112)"
39940,Kurten,30.7900417,-96.2761285,"(+30.7900417, -096.2761285)"
2044,Alma,32.2762275,-96.5431807,"(+32.2762275, -096.5431807)"
24348,Ennis,32.3250674,-96.6337986,"(+32.3250674, -096.6337986)"
29036,Garrett,32.3742112,-96.652614,"(+32.3742112, -096.6526140)"
38452,Karnes City,28.8854102,-97.9005047,"(+28.8854102, -097.9005047)"
63788,Runge,28.8862766,-97.7130666,"(+28.8862766, -097.7130666)"
50040,Munday,33.4471015,-99.6239039,"(+33.4471015, -099.6239039)"
48408,Milford,32.1215063,-96.9500101,"(+32.1215063, -096.9500101)"
54744,Palmer,32.4251361,-96.6671093,"(+32.4251361, -096.6671093)"
30464,Grand Prairie,32.6861079,-97.0208035,"(+32.6861079, -097.0208035)"
47268,Maypearl,32.3112474,-97.0066634,"(+32.3112474, -097.0066634)"
47628,Menard,30.9184409,-99.7836782,"(+30.9184409, -099.7836782)"
15004,Cisco,32.3874251,-98.9819198,"(+32.3874251, -098.9819198)"
22132,Eastland,32.4021563,-98.8176713,"(+32.4021563, -098.8176713)"
60632,Ranger,32.4694913,-98.67574,"(+32.4694913, -098.6757400)"
7000,Beaumont,30.084912,-94.1453303,"(+30.0849120, -094.1453303)"
7636,Benjamin,33.5836062,-99.7929315,"(+33.5836062, -099.7929315)"
39700,Knox City,33.4175739,-99.8157034,"(+33.4175739, -099.8157034)"
29660,Gladewater,32.5425471,-94.9471374,"(+32.5425471, -094.9471374)"
78436,White Oak,32.5300446,-94.8539281,"(+32.5300446, -094.8539281)"
39124,Kilgore,32.3966689,-94.8600132,"(+32.3966689, -094.8600132)"
67640,Shiner,29.4336578,-97.1736112,"(+29.4336578, -097.1736112)"
49560,Moulton,29.572206,-97.1465521,"(+29.5722060, -097.1465521)"
25644,Fayetteville,29.906326,-96.6758726,"(+29.9063260, -096.6758726)"
59012,Post,33.1909104,-101.3815188,"(+33.1909104, -101.3815188)"
63584,Roxton,33.5455772,-95.7248851,"(+33.5455772, -095.7248851)"
73196,Toco,33.653889,-95.6494947,"(+33.6538890, -095.6494947)"
4408,Aspermont,33.1409213,-100.2248667,"(+33.1409213, -100.2248667)"
15472,Clifton,31.782037,-97.5818792,"(+31.7820370, -097.5818792)"
17540,Cranfills Gap,31.774815,-97.8329548,"(+31.7748150, -097.8329548)"
36140,Iredell,31.9860359,-97.8716758,"(+31.9860359, -097.8716758)"
47760,Meridian,31.9265997,-97.6490913,"(+31.9265997, -097.6490913)"
74732,Valley Mills,31.6567974,-97.4726483,"(+31.6567974, -097.4726483)"
45432,McCamey,31.1324702,-102.22004,"(+31.1324702, -102.2200400)"
38476,Katy,29.7909154,-95.8407106,"(+29.7909154, -095.8407106)"
76228,Waller,30.0723939,-95.931551,"(+30.0723939, -095.9315510)"
10636,Brookshire,29.7823914,-95.9514405,"(+29.7823914, -095.9514405)"
64184,St. Jo,33.6950225,-97.5230706,"(+33.6950225, -097.5230706)"
6242,Bear Creek,30.1823761,-97.9400554,"(+30.1823761, -097.9400554)"
11080,Buda,30.0804024,-97.8557001,"(+30.0804024, -097.8557001)"
39952,Kyle,29.9941176,-97.8833223,"(+29.9941176, -097.8833223)"
9628,Bovina,34.5156573,-102.8846561,"(+34.5156573, -102.8846561)"
25548,Farwell,34.3856308,-103.0373401,"(+34.3856308, -103.0373401)"
70544,Stratford,36.3375677,-102.0760303,"(+36.3375677, -102.0760303)"
72464,Texhoma,36.4937005,-101.7937652,"(+36.4937005, -101.7937652)"
100,Abbott,31.8851395,-97.0741059,"(+31.8851395, -097.0741059)"
6060,Bayou Vista,29.3255703,-94.9392078,"(+29.3255703, -094.9392078)"
35228,Hudson,31.3191575,-94.7847373,"(+31.3191575, -094.7847373)"
15328,Clear Lake Shores,29.5442968,-95.0325374,"(+29.5442968, -095.0325374)"
28068,Galveston,29.1863276,-94.9657583,"(+29.1863276, -094.9657583)"
37252,Jamaica Beach,29.1903636,-94.9793073,"(+29.1903636, -094.9793073)"
9556,Borger,35.6594348,-101.4023602,"(+35.6594348, -101.4023602)"
27696,Fritch,35.6430661,-101.5964318,"(+35.6430661, -101.5964318)"
65384,Sanford,35.7026236,-101.5317712,"(+35.7026236, -101.5317712)"
70340,Stinnett,35.8230925,-101.4436202,"(+35.8230925, -101.4436202)"
48180,Midway,31.0251197,-95.7564996,"(+31.0251197, -095.7564996)"
20464,Dimmitt,34.547895,-102.306845,"(+34.5478950, -102.3068450)"
32576,Hart,34.3857536,-102.1149879,"(+34.3857536, -102.1149879)"
50496,Nazareth,34.541869,-102.1023463,"(+34.5418690, -102.1023463)"
19000,Dallas,32.7933334,-96.7665128,"(+32.7933334, -096.7665128)"
61796,Richardson,32.9722914,-96.7080688,"(+32.9722914, -096.7080688)"
30644,Grapevine,32.9349687,-97.0759115,"(+32.9349687, -097.0759115)"
63572,Rowlett,32.9159261,-96.5485867,"(+32.9159261, -096.5485867)"
5372,Balch Springs,32.7139038,-96.618062,"(+32.7139038, -096.6180620)"
15796,Cockrell Hill,32.738177,-96.8885804,"(+32.7381770, -096.8885804)"
20092,DeSoto,32.5993495,-96.8629405,"(+32.5993495, -096.8629405)"
4504,Athens,32.2026034,-95.8307994,"(+32.2026034, -095.8307994)"
43354,Log Cabin,32.2234857,-96.0223518,"(+32.2234857, -096.0223518)"
49272,Moore Station,32.1905556,-95.570391,"(+32.1905556, -095.5703910)"
73352,Tool,32.2805346,-96.1727109,"(+32.2805346, -096.1727109)"
42664,Liberty Hill,30.663377,-97.9055056,"(+30.6633770, -097.9055056)"
77056,Weir,30.676717,-97.5910703,"(+30.6767170, -097.5910703)"
53388,Odessa,31.8804608,-102.345314,"(+31.8804608, -102.3453140)"
48072,Midland,32.0246419,-102.1134666,"(+32.0246419, -102.1134666)"
14704,China,30.0411355,-94.3376192,"(+30.0411355, -094.3376192)"
31328,Groves,29.9459705,-93.9166563,"(+29.9459705, -093.9166563)"
51720,Nome,30.032329,-94.4205317,"(+30.0323290, -094.4205317)"
33794,Highland Haven,30.6071488,-98.3952202,"(+30.6071488, -098.3952202)"
71966,Taylor Landing,29.8664118,-94.1291715,"(+29.8664118, -094.1291715)"
54780,Palmhurst,26.2582634,-98.2953172,"(+26.2582634, -098.2953172)"
1324,Adrian,35.2741188,-102.6672465,"(+35.2741188, -102.6672465)"
34832,Horizon City,31.6796475,-106.1910545,"(+31.6796475, -106.1910545)"
68636,Socorro,31.6384912,-106.2574405,"(+31.6384912, -106.2574405)"
75668,Vinton,31.959455,-106.5935165,"(+31.9594550, -106.5935165)"
74492,University Park,32.8486235,-96.7952496,"(+32.8486235, -096.7952496)"
1240,Addison,32.9637444,-96.8338049,"(+32.9637444, -096.8338049)"
47892,Mesquite,32.7595502,-96.5841641,"(+32.7595502, -096.5841641)"
35000,Houston,29.7857435,-95.3888059,"(+29.7857435, -095.3888059)"
7300,Bellaire,29.704019,-95.4609047,"(+29.7040190, -095.4609047)"
9160,Boerne,29.7849385,-98.7279487,"(+29.7849385, -098.7279487)"
11300,Bunker Hill Village,29.7647609,-95.5317421,"(+29.7647609, -095.5317421)"
19624,Deer Park,29.6872787,-95.1158966,"(+29.6872787, -095.1158966)"
73710,Trophy Club,32.9925218,-97.1729635,"(+32.9925218, -097.1729635)"
77620,Westlake,32.9854612,-97.2037876,"(+32.9854612, -097.2037876)"
61604,Reno,32.9488349,-97.5659873,"(+32.9488349, -097.5659873)"
2188,Alto,31.6509823,-95.070785,"(+31.6509823, -095.0707850)"
18152,Cuney,32.0374339,-95.414719,"(+32.0374339, -095.4147190)"
68036,Sinton,28.0384322,-97.5110439,"(+28.0384322, -097.5110439)"
51336,New Summerfield,31.9807475,-95.1149816,"(+31.9807475, -095.1149816)"
61508,Reklaw,31.8665903,-94.9815493,"(+31.8665903, -094.9815493)"
63848,Rusk,31.7977593,-95.1487576,"(+31.7977593, -095.1487576)"
77176,Wells,31.4915592,-94.9473194,"(+31.4915592, -094.9473194)"
37396,Jarrell,30.8102635,-97.6151224,"(+30.8102635, -097.6151224)"
15820,Coffee City,32.1281561,-95.4724392,"(+32.1281561, -095.4724392)"
56276,Payne Springs,32.2803091,-96.0744399,"(+32.2803091, -096.0744399)"
31868,Hallettsville,29.4430999,-96.9435476,"(+29.4430999, -096.9435476)"
10768,Brownsville,25.9956886,-97.4508477,"(+25.9956886, -097.4508477)"
60644,Rangerville,26.1074448,-97.7366365,"(+26.1074448, -097.7366365)"
65036,San Benito,26.129398,-97.6440501,"(+26.1293980, -097.6440501)"
43066,Little River-Academy,30.9787535,-97.3469811,"(+30.9787535, -097.3469811)"
58664,Ponder,33.1717156,-97.2964669,"(+33.1717156, -097.2964669)"
62504,Roanoke,33.0147428,-97.2290336,"(+33.0147428, -097.2290336)"
52212,Northlake,33.0738119,-97.2562482,"(+33.0738119, -097.2562482)"
71684,Taft,27.9800325,-97.3928277,"(+27.9800325, -097.3928277)"
51708,Nolanville,31.0725384,-97.6051329,"(+31.0725384, -097.6051329)"
50076,Murchison,32.275172,-95.7560686,"(+32.2751720, -095.7560686)"
70076,Star Harbor,32.1921419,-96.0550686,"(+32.1921419, -096.0550686)"
31592,Gun Barrel City,32.3282483,-96.1317618,"(+32.3282483, -096.1317618)"
44170,Los Ybanez,32.7191949,-101.9175074,"(+32.7191949, -101.9175074)"
53988,Olmos Park,29.4748534,-98.4865982,"(+29.4748534, -098.4865982)"
24864,Evant,31.4761583,-98.1501605,"(+31.4761583, -098.1501605)"
69120,South Mountain,31.4398268,-97.6792646,"(+31.4398268, -097.6792646)"
33212,Henderson,32.1572558,-94.7958975,"(+32.1572558, -094.7958975)"
49728,Mount Enterprise,31.9116389,-94.6827669,"(+31.9116389, -094.6827669)"
51168,New London,32.2693953,-94.9297769,"(+32.2693953, -094.9297769)"
32696,Haskell,33.1597745,-99.7320319,"(+33.1597745, -099.7320319)"
62636,Rochester,33.3142054,-99.856503,"(+33.3142054, -099.8565030)"
17000,Corpus Christi,27.7542524,-97.1733853,"(+27.7542524, -097.1733853)"
50772,Newark,33.013542,-97.4884183,"(+33.0135420, -097.4884183)"
24228,Enchanted Oaks,32.2666005,-96.1089895,"(+32.2666005, -096.1089895)"
24828,Eustace,32.3075423,-96.0138011,"(+32.3075423, -096.0138011)"
46224,Malakoff,32.1733078,-96.0210291,"(+32.1733078, -096.0210291)"
70208,Stephenville,32.2145441,-98.2198855,"(+32.2145441, -098.2198855)"
49464,Morton,33.7248205,-102.7592101,"(+33.7248205, -102.7592101)"
64220,St. Paul,33.0474861,-96.5533913,"(+33.0474861, -096.5533913)"
27348,Fredericksburg,30.2656796,-98.8756756,"(+30.2656796, -098.8756756)"
39004,Kermit,31.8539225,-103.0923954,"(+31.8539225, -103.0923954)"
72776,Thorndale,30.6140228,-97.2064875,"(+30.6140228, -097.2064875)"
13732,Center,31.7930919,-94.1802866,"(+31.7930919, -094.1802866)"
77752,West Orange,30.0791015,-93.7597735,"(+30.0791015, -093.7597735)"
26160,Floresville,29.1467433,-98.165173,"(+29.1467433, -098.1651730)"
6140,Bayview,26.1334414,-97.3976323,"(+26.1334414, -097.3976323)"
16204,Combes,26.246514,-97.726766,"(+26.2465140, -097.7267660)"
67832,Silsbee,30.3454911,-94.1767866,"(+30.3454911, -094.1767866)"
68828,Sour Lake,30.1377463,-94.4042766,"(+30.1377463, -094.4042766)"
47337,Meadows Place,29.6509219,-95.5869092,"(+29.6509219, -095.5869092)"
50628,Needville,29.3949524,-95.8381544,"(+29.3949524, -095.8381544)"
56468,Pecan Gap,33.4389603,-95.8530566,"(+33.4389603, -095.8530566)"
23176,Ellinger,29.8374728,-96.7050224,"(+29.8374728, -096.7050224)"
6272,Beasley,29.4949322,-95.9156867,"(+29.4949322, -095.9156867)"
25068,Fairchilds,29.4365501,-95.7769859,"(+29.4365501, -095.7769859)"
27876,Fulshear,29.6924261,-95.8866473,"(+29.6924261, -095.8866473)"
38848,Kendleton,29.4437837,-96.0065669,"(+29.4437837, -096.0065669)"
24636,Estelline,34.5469937,-100.4399381,"(+34.5469937, -100.4399381)"
50256,Nacogdoches,31.6123641,-94.6520458,"(+31.6123641, -094.6520458)"
36008,Ingleside,27.8706078,-97.2079061,"(+27.8706078, -097.2079061)"
49968,Muleshoe,34.2291794,-102.7283797,"(+34.2291794, -102.7283797)"
54192,Orchard,29.6028675,-95.9687584,"(+29.6028675, -095.9687584)"
58088,Pleak,29.474336,-95.802291,"(+29.4743360, -095.8022910)"
67964,Simonton,29.6766029,-95.9733933,"(+29.6766029, -095.9733933)"
72740,Thompsons,29.4817682,-95.6368508,"(+29.4817682, -095.6368508)"
16564,Cooper,33.3719871,-95.6907023,"(+33.3719871, -095.6907023)"
66968,Seymour,33.5952327,-99.2584691,"(+33.5952327, -099.2584691)"
1060,Abram,26.2116339,-98.4118499,"(+26.2116339, -098.4118499)"
1084,Acala,31.3344062,-105.902786,"(+31.3344062, -105.9027860)"
1514,Airport Road Addition,27.2189883,-98.0980926,"(+27.2189883, -098.0980926)"
2032,Allison,35.6119797,-100.1115395,"(+35.6119797, -100.1115395)"
4174,Arroyo Colorado Estates,26.1856381,-97.6118256,"(+26.1856381, -097.6118256)"
4176,Arroyo Gardens,26.2014505,-97.4997044,"(+26.2014505, -097.4997044)"
5750,Barton Creek,30.2832459,-97.8695604,"(+30.2832459, -097.8695604)"
5924,Batesville,28.9524238,-99.6293107,"(+28.9524238, -099.6293107)"
7036,Beauxart Gardens,29.9594814,-94.0355854,"(+29.9594814, -094.0355854)"
7486,Belterra,30.1885305,-97.9845169,"(+30.1885305, -097.9845169)"
7540,Ben Bolt,27.6658634,-98.0966413,"(+27.6658634, -098.0966413)"
8410,Bixby,26.1440851,-97.85398,"(+26.1440851, -097.8539800)"
8644,Bledsoe,33.6181481,-103.0181553,"(+33.6181481, -103.0181553)"
9598,Botines,27.7718953,-99.4571198,"(+27.7718953, -099.4571198)"
10192,Briar,33.019013,-97.5754017,"(+33.0190130, -097.5754017)"
10984,Buchanan Dam,30.8156742,-98.4526874,"(+30.8156742, -098.4526874)"
12562,Canyon Creek,32.3909784,-97.73938,"(+32.3909784, -097.7393800)"
12580,Canyon Lake,29.875778,-98.2611796,"(+29.8757780, -098.2611796)"
13075,Carter,32.9178506,-97.7396983,"(+32.9178506, -097.7396983)"
13828,Center Point,29.9345498,-99.0477847,"(+29.9345498, -099.0477847)"
14236,Channelview,29.793023,-95.1144823,"(+29.7930230, -095.1144823)"
14692,Chilton,31.2860368,-97.0604015,"(+31.2860368, -097.0604015)"
14872,Christoval,31.1976136,-100.4932961,"(+31.1976136, -100.4932961)"
14882,Chula Vista,28.6595485,-99.80429,"(+28.6595485, -099.8042900)"
14929,Cinco Ranch,29.7398562,-95.7606745,"(+29.7398562, -095.7606745)"
15628,Cloverleaf,29.7890885,-95.1762561,"(+29.7890885, -095.1762561)"
17811,Cross Mountain,29.6491646,-98.6663438,"(+29.6491646, -098.6663438)"
18134,Cumings,29.5852649,-95.7953766,"(+29.5852649, -095.7953766)"
19632,Deerwood,30.3153117,-95.3013506,"(+30.3153117, -095.3013506)"
21412,Driftwood,30.1330716,-98.0372925,"(+30.1330716, -098.0372925)"
22593,Edgewater Estates,28.0968821,-97.8649722,"(+28.0968821, -097.8649722)"
22840,Elbert,33.2747576,-99.0021093,"(+33.2747576, -099.0021093)"
22892,El Castillo,26.3349257,-98.6386594,"(+26.3349257, -098.6386594)"
25795,Fifth Street,29.5980022,-95.551317,"(+29.5980022, -095.5513170)"
26680,Fort Clark Springs,29.2938206,-100.4254811,"(+29.2938206, -100.4254811)"
26688,Fort Davis,30.5788566,-103.8946549,"(+30.5788566, -103.8946549)"
1390,Agua Dulce,31.654853,-106.1369034,"(+31.6548530, -106.1369034)"
11626,Butterfield,31.8426258,-106.0821946,"(+31.8426258, -106.0821946)"
12508,Canutillo,31.9184853,-106.6010624,"(+31.9184853, -106.6010624)"
1420,Aguilares,27.4516267,-99.0932327,"(+27.4516267, -099.0932327)"
1500,Airport Heights,26.4087352,-98.8366947,"(+26.4087352, -098.8366947)"
5520,B and E,26.3565307,-98.7536752,"(+26.3565307, -098.7536752)"
7642,Benjamin Perez,26.4060282,-98.8996526,"(+26.4060282, -098.8996526)"
26130,Flor del Rio,26.4013017,-98.9014979,"(+26.4013017, -098.9014979)"
1594,Alamo Beach,28.5722774,-96.5641786,"(+28.5722774, -096.5641786)"
1612,Alanreed,35.2119872,-100.7326292,"(+35.2119872, -100.7326292)"
8932,Bluff Dale,32.3496743,-98.0248726,"(+32.3496743, -098.0248726)"
1696,Aldine,29.9134376,-95.377431,"(+29.9134376, -095.3774310)"
4462,Atascocita,29.9778739,-95.194624,"(+29.9778739, -095.1946240)"
5696,Barrett,29.8654152,-95.0524614,"(+29.8654152, -095.0524614)"
17756,Crosby,29.9151544,-95.0576814,"(+29.9151544, -095.0576814)"
1816,Alfred,27.874076,-97.9798634,"(+27.8740760, -097.9798634)"
1858,Alice Acres,27.7118915,-98.1079728,"(+27.7118915, -098.1079728)"
2194,Alto Bonito Heights,26.3157773,-98.6413291,"(+26.3157773, -098.6413291)"
11102,Buena Vista,26.2941388,-98.6108836,"(+26.2941388, -098.6108836)"
19732,Delmita,26.6851502,-98.4230669,"(+26.6851502, -098.4230669)"
21958,East Alto Bonito,26.3022747,-98.6357682,"(+26.3022747, -098.6357682)"
23062,Elias-Fela Solis,26.3854308,-98.6220116,"(+26.3854308, -098.6220116)"
23278,El Mesquite,26.3846851,-98.7715788,"(+26.3846851, -098.7715788)"
24015,El Rancho Vela,26.4038153,-98.7690159,"(+26.4038153, -098.7690159)"
2286,Amada Acres,26.3432677,-98.7392675,"(+26.3432677, -098.7392675)"
14266,Chaparrito,26.3408166,-98.7353516,"(+26.3408166, -098.7353516)"
25744,Fernando Salinas,26.3978793,-98.8310724,"(+26.3978793, -098.8310724)"
2290,Amargosa,27.892949,-98.108861,"(+27.8929490, -098.1088610)"
3008,Amaya,28.7138859,-99.835838,"(+28.7138859, -099.8358380)"
3096,Amistad,29.5244929,-101.15305,"(+29.5244929, -101.1530500)"
8908,Bluetown,26.0696493,-97.8182536,"(+26.0696493, -097.8182536)"
9656,Box Canyon,29.5335121,-101.15861,"(+29.5335121, -101.1586100)"
14880,Chula Vista,26.0738455,-97.439723,"(+26.0738455, -097.4397230)"
3126,Anacua,26.3855813,-98.9191512,"(+26.3855813, -098.9191512)"
12226,Campo Verde,26.3916575,-98.9139788,"(+26.3916575, -098.9139788)"
24013,El Quiote,26.3844897,-98.9083785,"(+26.3844897, -098.9083785)"
5180,Bacliff,29.5086366,-94.9886769,"(+29.5086366, -094.9886769)"
9250,Bolivar Peninsula,29.4897784,-94.5685013,"(+29.4897784, -094.5685013)"
5576,Banquete,27.8000169,-97.7961117,"(+27.8000169, -097.7961117)"
5648,Barksdale,29.7329025,-100.0328275,"(+29.7329025, -100.0328275)"
5690,Barrera,26.3926885,-98.898543,"(+26.3926885, -098.8985430)"
6244,Bear Creek Ranch,32.5594712,-96.7642782,"(+32.5594712, -096.7642782)"
7042,Beaver Creek,30.4523268,-96.5602267,"(+30.4523268, -096.5602267)"
11725,Cade Lakes,30.5150544,-96.7733766,"(+30.5150544, -096.7733766)"
15232,Clay,30.3885128,-96.3449329,"(+30.3885128, -096.3449329)"
7516,Ben Arnold,30.9512398,-96.9643056,"(+30.9512398, -096.9643056)"
11440,Burlington,31.004604,-96.9914846,"(+31.0046040, -096.9914846)"
7708,Ben Wheeler,32.4465471,-95.7018591,"(+32.4465471, -095.7018591)"
8164,Bigfoot,29.0622747,-98.8533533,"(+29.0622747, -098.8533533)"
8240,Big Thicket Lake Estates,30.4876628,-94.7676454,"(+30.4876628, -094.7676454)"
9796,Boys Ranch,35.5351544,-102.2526083,"(+35.5351544, -102.2526083)"
20248,D'Hanis,29.329008,-99.2687221,"(+29.3290080, -099.2687221)"
8404,Bivins,33.018945,-94.1919819,"(+33.0189450, -094.1919819)"
12904,Carlton,31.9196659,-98.1714296,"(+31.9196659, -098.1714296)"
8668,Blessing,28.8748801,-96.2167625,"(+28.8748801, -096.2167625)"
8800,Bloomington,28.6504186,-96.902195,"(+28.6504186, -096.9021950)"
8830,Blue Berry Hill,28.3855063,-97.7920801,"(+28.3855063, -097.7920801)"
9232,Boling,29.2531322,-95.9447496,"(+29.2531322, -095.9447496)"
9310,Bonanza Hills,27.7947678,-99.469502,"(+27.7947678, -099.4695020)"
14290,Chapeno,26.5508793,-99.1338805,"(+26.5508793, -099.1338805)"
25338,Falconaire,26.5511207,-99.1168811,"(+26.5511207, -099.1168811)"
10084,Brazos,32.6622663,-98.1236195,"(+32.6622663, -098.1236195)"
10276,Briggs,30.8894577,-97.9218034,"(+30.8894577, -097.9218034)"
22000,East Columbia,29.1409809,-95.6051163,"(+29.1409809, -095.6051163)"
10336,Bristol,32.4447864,-96.5676727,"(+32.4447864, -096.5676727)"
10660,Brookston,33.6234896,-95.7000534,"(+33.6234896, -095.7000534)"
10852,Brundage,28.5739652,-99.6701314,"(+28.5739652, -099.6701314)"
10876,Bruni,27.4281625,-98.8322132,"(+27.4281625, -098.8322132)"
10897,Brushy Creek,30.5128303,-97.7393577,"(+30.5128303, -097.7393577)"
10990,Buchanan Lake Village,30.8602004,-98.4343124,"(+30.8602004, -098.4343124)"
11236,Buna,30.4427079,-93.9606573,"(+30.4427079, -093.9606573)"
24840,Evadale,30.3266411,-94.0520409,"(+30.3266411, -094.0520409)"
11572,Bushland,35.2029048,-102.0590017,"(+35.2029048, -102.0590017)"
11940,Callender Lake,32.3632314,-95.6990397,"(+32.3632314, -095.6990397)"
24158,Emerald Bay,32.161272,-95.4386375,"(+32.1612720, -095.4386375)"
12010,Camargito,26.345219,-98.7387979,"(+26.3452190, -098.7387979)"
13128,Casa Blanca,26.297641,-98.6102508,"(+26.2976410, -098.6102508)"
12045,Cameron Park,25.9714095,-97.4781726,"(+25.9714095, -097.4781726)"
19714,Del Mar Heights,26.0566234,-97.4236094,"(+26.0566234, -097.4236094)"
22858,El Camino Angosto,26.1115236,-97.6437885,"(+26.1115236, -097.6437885)"
24223,Encantada-Ranchito-El Calaboz,26.0346785,-97.6363724,"(+26.0346785, -097.6363724)"
12334,Camp Swift,30.1881471,-97.2932067,"(+30.1881471, -097.2932067)"
14986,Circle D-KC Estates,30.1604556,-97.2398428,"(+30.1604556, -097.2398428)"
12502,Cantu Addition,27.2019932,-98.1556775,"(+27.2019932, -098.1556775)"
24252,Encino,26.9363371,-98.1152702,"(+26.9363371, -098.1152702)"
